1,00956e-3; 7,97263e-14
1,22117e-3; 3,28975e-14
1,62459e-3; 1,35745e-14
2,16128e-3; 6,49168e-15
3,47794e-3; 2,67866e-15
6,15540e-3; 8,85867e-16
1,19815e-2; 3,65535e-16
2,22386e-2; 1,30142e-16
4,76087e-2; 5,78114e-17
9,26706e-2; 3,44951e-17
1,29292e-1; 2,76470e-17
1,89173e-1; 3,20421e-17
2,76789e-1; 5,78114e-17
4,45410e-1; 1,50831e-16
7,51680e-1; 4,90993e-16
1,26854e+0; 1,48465e-15
1,94651e+0; 5,20292e-15
3,44501e+0; 1,96294e-14
4,80638e+0; 8,58299e-14
7,03246e+0; 4,68253e-13
9,35566e+0; 1,31520e-12
9,35566e+0; 2,75017e-12
