,gamma,A
0,3.4114944769330737,3.905949844801151e-15
1,3.4236777128005205,3.717764798938384e-15
2,3.4399220272904487,3.567842254430445e-15
3,3.4805328135152696,3.4662923143994127e-15
4,3.529265756985055,3.465932186141947e-15
5,3.5658154645873945,3.4091156049253143e-15
6,3.5779987004548413,3.2716679716020386e-15
7,3.5779987004548413,3.152783286294007e-15
8,3.6145484080571806,3.0505018794185466e-15
9,3.651098115659519,2.951538647388121e-15
10,3.675464587394413,2.8324658814937704e-15
11,3.707953216374269,2.751894291972365e-15
12,3.7445029239766088,2.684609791419836e-15
13,3.7932358674463935,2.58678863284972e-15
14,3.8257244964262513,2.4926181838499735e-15
15,3.8663352826510735,2.401834360088005e-15
16,3.902884990253412,2.3143770189298677e-15
17,3.9313125406107874,2.2027961863903024e-15
18,3.9678622482131263,2.1138747354150076e-15
19,4.024717348927877,2.0452086659013964e-15
20,4.077511371020144,2.0116121530113526e-15
21,4.118122157244965,1.9303916160837248e-15
22,4.154671864847304,1.8601007913115888e-15
23,4.191221572449644,1.7923694472199497e-15
24,4.26025990903184,1.7701303169816576e-15
25,4.304931773879142,1.733936803399252e-15
26,4.349603638726446,1.6984833316165227e-15
27,4.39427550357375,1.6569262986780355e-15
28,4.434886289798572,1.6031590395901418e-15
29,4.47143599740091,1.5511499583674563e-15
30,4.516107862248214,1.5069872047170793e-15
31,4.572962962962963,1.4520508266724155e-15
32,4.621695906432747,1.4049074482668945e-15
33,4.68261208576998,1.3874998456097494e-15
34,4.731345029239766,1.3479846991104114e-15
35,4.784139051332035,1.3149805947737e-15
36,4.840994152046784,1.2827734573739926e-15
37,4.8856660168940875,1.26692304126669e-15
38,4.918154645873943,1.2772984867654545e-15
39,4.914093567251463,1.3309366467794723e-15
40,4.8856660168940875,1.404117002278542e-15
41,4.849116309291748,1.4874516442999331e-15
42,4.816627680311892,1.5692514233007796e-15
43,4.788200129954517,1.6419737165827747e-15
44,4.747589343729695,1.7110591735287925e-15
45,4.7151007147498385,1.7611565765353547e-15
46,4.686673164392463,1.865649286013938e-15
47,4.6582456140350885,1.9601522190798463e-15
48,4.625756985055231,2.009262208771959e-15
49,4.577024041585446,2.085243815710086e-15
50,4.536413255360625,2.1909270378754438e-15
51,4.503924626380766,2.2830699740903434e-15
52,4.467374918778427,2.388913434154325e-15
53,4.422703053931125,2.489447666933471e-15
54,4.382092267706304,2.572939556626451e-15
55,4.35772579597141,2.692151483818584e-15
56,4.308992852501625,2.7596966841900004e-15
57,4.2643209876543215,2.8405704994633867e-15
58,4.215588044184536,2.9479885906552664e-15
59,4.16685510071475,3.072077353949475e-15
60,4.130305393112412,3.201306191990296e-15
61,4.0896946068875915,3.3086726198953064e-15
62,4.040961663417804,3.4337923088011556e-15
63,3.9962897985705013,3.5344207171549035e-15
64,3.9394346978557517,3.63809257199248e-15
65,3.8907017543859657,3.714064840162873e-15
66,3.858213125406108,3.807117657306769e-15
67,3.817602339181287,3.902569414439353e-15
68,3.768869395711501,4.016970269461801e-15
69,3.716075373619234,4.134760498462917e-15
70,3.6714035087719306,4.20374352696576e-15
71,3.6267316439246255,4.256336369577708e-15
72,3.5779987004548413,4.327385198927135e-15
73,3.53738791423002,4.4176750825949774e-15
74,3.5048992852501626,4.3817904812072756e-15
75,3.4805328135152696,4.2054545496577934e-15
76,3.4642884990253413,4.0195796308331e-15
77,3.4358609486679663,3.970530998382041e-15
